objectid,filename,youtubeid,vimeoid,title,creator,date,location,format,latitude,longitude,source,subject
Hamlet_1900,,EOwJmMo2ggE,,Le Duel d'Hamlet,Clément Maurice,1900,France,MovingImage,46.232193,2.209667,Wikipedia - https://en.wikipedia.org/wiki/Hamlet_(1900_film),Hamlet;Silent;Short;Faithful/Direct;Drama/Tragedy;Sarah Bernhardt;Pierre Magnier;Suzanne Seylor
Hamlet_1907,,,,Hamlet (1907),Georges Méliès,1907,France,MovingImage,46.232193,2.209667,Wikipedia - https://en.wikipedia.org/wiki/Hamlet_(1907_film),Hamlet;Silent;Faithful/Direct;Drama/Tragedy;Georges Méliès
Hamlet_1908,,,,Hamlet (1908),Luca Comerio,1908,Italy,MovingImage,41.873988,12.564167,Wikipedia - https://en.wikipedia.org/wiki/Hamlet_(1908_film),Hamlet;Silent;Faithful/Direct;Drama/Tragedy
Hamlet_1910-1,,,,Hamlet (1910),William George Barker,1910,United Kingdom,MovingImage,54.633221,-3.432277,Wikipedia - https://en.wikipedia.org/wiki/Hamlet_on_screen,Hamlet;Silent;Faithful/Direct;Drama/Tragedy
Hamlet_1910-2,,,,Hamlet (1910),August Blom,1910,Denmark,MovingImage,56.155403,11.617223,Wikipedia - https://en.wikipedia.org/wiki/Hamlet_on_screen,Hamlet;Silent;Faithful/Direct;Drama/Tragedy;Alwin Neuß;Aage Hertel;Ella La Cour;Emilie Sannom;Einar Zangenberg;Oscar Langkilde
Hamlet_1910-3,,4HfkqpRcjQY,,Amleto,Mario Caserini,1910,Italy,MovingImage,41.873988,12.564167,IMDb - https://www.imdb.com/title/tt0001112/,Hamlet;Silent;Faithful/Direct;Drama/Tragedy;Dante Cappelli;Maria Caserini
Hamlet_1913,,pgmaqjnDhjY,,Hamlet (1913),E. Hay Plumb,1913,United Kingdom,MovingImage,54.633221,-3.432277,Wikipedia - https://en.wikipedia.org/wiki/Hamlet_(1913_film),Hamlet;Silent;Faithful/Direct;Drama/Tragedy;Johnston Forbes-Robertson;Gertrude Elliott;Walter Ringham;Adeleine Bourne;J.H. Barnes;S.A. Cookson;Alex Scott-Gatty
Hamlet_1917,,,,Hamlet (1917),Eleuterio Rodolfi,1917,Italy,MovingImage,41.873988,12.564167,Wikipedia - https://en.wikipedia.org/wiki/Hamlet_(1917_film),Hamlet;Silent;Faithful/Direct;Drama/Tragedy;Ruggero Ruggeri;Helena Makowska;Mercedes Brignone;Martelli
Hamlet_1921,,5fRZhB0qsc8,,Hamlet: The Drama of Vengeance,Svend Gade;Heinz Schall,1921,Germany,MovingImage,51.165707,10.452764,Wikipedia - https://en.wikipedia.org/wiki/Hamlet:_The_Drama_of_Vengeance,Hamlet;Silent;Faithful/Direct;Drama/Tragedy;Asta Nielsen;Paul Conradi;Mathilde Brandt;Eduard von Winterstein;Heinz Stieda;Hans Junkermann;Anton De Verdier
Hamlet_1935,,,,Khoon Ka Khoon,Sohrab Modi,1935,India,MovingImage,21.125681,82.794998,Wikipedia - https://en.wikipedia.org/wiki/Khoon_Ka_Khoon,Hamlet;Feature;Faithful/Direct;Drama/Tragedy;Sohrab Modi;Naseem Banu;Chamiyan Bai;Ghulam Hussain;Obali Mai;Fazal Karim;Eruch Tarapore;Ghulam Mohiyuddin
Hamlet_1948,,DOeEm-dHAYw,,Hamlet (1948),Laurence Olivier,1948,United Kingdom,MovingImage,54.633221,-3.432277,Wikipedia - https://en.wikipedia.org/wiki/Hamlet_(1948_film),Hamlet;Feature;Faithful/Direct;Drama/Tragedy;Film Noir;Laurence Olivier;Jean Simmons;Eileen Herlie;Basil Sydney;Felix Aylmer;Norman Wooland;Terence Morgan;John Laurie;Esmond Knight;Anthony Quayle;Niall MacGinnis;Christopher Lee;Harcourt Williams;Patrick Troughton;Stanley Holloway
Hamlet_1953,,MPdMmOcnIZU,,Hallmark Hall of Fame: Hamlet (1953),Albert McCleery,1953,United States,MovingImage,36.966428,-95.844032,Wikipedia - https://en.wikipedia.org/wiki/Hamlet_on_screen,Hamlet;TV/Video/Recording;Faithful/Direct;Drama/Tragedy;Maurice Evans;Joseph Schildkraut;Ruth Chatterton;Sarah Churchill;Barry Jones
Hamlet_1961,,,,"Hamlet, Prinz von Dänemark",Franz Peter Wirth,1961,Germany (West),MovingImage,51.165707,10.452764,Wikipedia - https://en.wikipedia.org/wiki/Hamlet_(1961_film),Hamlet;Feature;Faithful/Direct;Drama/Tragedy;Mystery;Maximilian Schell;Hans Caninenberg;Wanda Rotha;Dunja Movar;Franz Schafheitlin;Dieter Kirchlechner;Karl Michael Vogler;Eckart Dux;Herbert Bötticher
Hamlet_1963,,,,Hamlet at Elsinore,Philip Saville,1963,Denmark;United Kingdom,MovingImage,56.155403,11.617223,Wikipedia - https://en.wikipedia.org/wiki/Hamlet_at_Elsinore,Hamlet;TV/Video/Recording;Faithful/Direct;Drama/Tragedy;Christopher Plummer;Robert Shaw;Michael Caine;Alec Clunes;June Tobin;Jo Maxwell-Muller;Roy Kinnear;Philip Locke;Dyson Lovell
Hamlet_1964-1,,OzN1isLYc_A,,Hamlet (Gamlet),Grigori Kozintsev;Iosif Shapiro,1964,Russia,MovingImage,61.524,105.3188,Wikipedia - https://en.wikipedia.org/wiki/Hamlet_(1964_film),Hamlet;Feature;Faithful/Direct;Drama/Tragedy;Historical Epic;Innokenti Smoktunovsky;Anastasiya Vertinskaya;Mikhail Nazvanov;Elza Radziņa;Yuri Tolubeyev;Stepan Oleksenko;Vladimir Erenberg;Igor Dmitriev
Hamlet_1964-2,,lsrOXAY1arg,,Richard Burton's Hamlet,John Gielgud,1964,United States,MovingImage,36.966428,-95.844032,Wikipedia - https://en.wikipedia.org/wiki/Richard_Burton%27s_Hamlet,Hamlet;Feature;Faithful/Direct;Drama/Tragedy;Richard Burton;Hume Cronyn;Eileen Herlie;Alfred Drake;John Cullum;William Redfield;George Rose;George Voskovec;Philip Coolidge;Linda Marsh;Christopher Culkin;John Gielgud
Hamlet_1969,,URAJaEbdmSI,,Hamlet (1969),Tony Richardson,1969,United Kingdom,MovingImage,54.633221,-3.432277,Wikipedia - https://en.wikipedia.org/wiki/Hamlet_(1969_film),Hamlet;Feature;Faithful/Direct;Drama/Tragedy;Period;Nicol Williamson;Marianne Faithful/Directl;Anthony Hopkins;Judy Parfitt;Mark Dignam;Gordon Jackson;Michael Pennington;Ben Aris;Roger Livesey
Hamlet_1970,,CLoCQAu6iWg,,Hallmark Hall of Fame: Hamlet (1970),Peter Wood,1970,United Kingdom;United States,MovingImage,54.633221,-3.432277,British Universities Film & Video Council - https://learningonscreen.ac.uk/shakespeare/search/index.php/title/av36654,Hamlet;TV/Video/Recording;Faithful/Direct;Drama/Tragedy;Richard Chamberlain;Michael Redgrave;John Gielgud;Margaret Leighton;Richard Johnson;Ciaran Madden
Hamlet_1976,,143a_O3msNg,,Hamlet (1976),Celestino Coronado,1976,United Kingdom,MovingImage,54.633221,-3.432277,British Universities Film & Video Council - https://learningonscreen.ac.uk/shakespeare/search/index.php/title/9197,Hamlet;Feature;Faithful/Direct;Drama/Tragedy;Anthony Meyer;David Meyer;Helen Mirren;Barry Stanton;Quentin Crisp;Vladek Sheybal
Hamlet_1980,,,,BBC Television Shakespeare: Hamlet,Rodney Bennett,1980,United Kingdom,MovingImage,54.633221,-3.432277,Wikipedia - https://en.wikipedia.org/wiki/Hamlet_on_screen,Hamlet;TV/Video/Recording;Faithful/Direct;Drama/Tragedy;Derek Jacobi;Claire Bloom;Patrick Stewart;Lalla Ward;Eric Porter
Hamlet_1990-1,,Zp6gh_aT8N8,,Hamlet (1990),Franco Zeffirelli,1990,United States,MovingImage,36.966428,-95.844032,Wikipedia - https://en.wikipedia.org/wiki/Hamlet_(1990_film),Hamlet;Feature;Faithful/Direct;Drama/Tragedy;Mel Gibson;Helena Bonham Carter;Glenn Close;Ian Holm;Alan Bates;Paul Scofield;Stephen Dillane;Nathaniel Parker;Trevor Peacock;Pete Postlethwaite;Michael Maloney
Hamlet_1990-2,,,,New York Shakespeare Festival: Hamlet,Kirk Browning and Kevin Kline,1990,United States,MovingImage,36.966428,-95.844032,Wikipedia - https://en.wikipedia.org/wiki/Hamlet_on_screen,Hamlet;TV/Video/Recording;Faithful/Direct;Drama/Tragedy;Kevin Kline;Diane Venora;Dana Ivey
Hamlet_1992,,XLBuZedf3yI,,The Animated Shakespeare: Hamlet,Natalia Orlova,1992,Russia;United Kingdom,MovingImage,61.524,105.3188,Wikipedia - https://en.wikipedia.org/wiki/Shakespeare:_The_Animated_Tales,Hamlet;TV/Video/Recording;Faithful/Direct;Drama/Tragedy;Animation;Nicholas Farrell;John Shrapnel;Susan Fleetwood;Tilda Swinton;John Warner
Hamlet_1996-1,,TUN3_yAOUNo,,Hamlet (1996),Kenneth Branagh,1996,United Kingdom,MovingImage,54.633221,-3.432277,Wikipedia - https://en.wikipedia.org/wiki/Hamlet_(1996_film),Hamlet;Feature;Faithful/Direct;Drama/Tragedy;Historical Epic;Kenneth Branagh;Kate Winslet;Derek Jacobi;Julie Christie;Richard Briers;Nicholas Farrell;Michael Maloney;Rufus Sewell;Robin Williams;Gérard Depardieu;Timothy Spall;Reece Dinsdale;Jack Lemmon;Ray Fearon;Brian Blessed;Billy Crystal
Hamlet_2000-1,,L28EBS6B0S0,,Hamlet (2000),Campbell Scott,2000,United States,MovingImage,36.966428,-95.844032,IMDb - https://www.imdb.com/title/tt0243951/,Hamlet;TV/Video/Recording;Faithful/Direct;Drama/Tragedy;Campbell Scott;Blair Brown;Roscoe Lee Browne;Lisa Gay Hamilton;Jamey Sheridan
Hamlet_2000-2,,F39CYBE6-Kg,,Hamlet (2000),Michael Almereyda,2000,United States,MovingImage,36.966428,-95.844032,Wikipedia - https://en.wikipedia.org/wiki/Hamlet_(2000_film),Hamlet;Feature;Faithful/Direct;Drama/Tragedy;Psychological Thriller;Modernized;Ethan Hawke;Kyle MacLachlan;Diane Venora;Liev Schreiber;Julia Stiles;Bill Murray;Karl Geary;Steve Zahn;Sam Shepard;Paula Malcomson;Jeffrey Wright;Casey Affleck;Tim Blake Nelson;Larry Fessenden;Robert Thurman
Hamlet_2003,,,,Hamlet (2003),Mike Mundell,2003,United Kingdom,MovingImage,54.633221,-3.432277,Wikipedia - https://en.wikipedia.org/wiki/Hamlet_(2003_film),Hamlet;Feature;Faithful/Direct;Drama/Tragedy;William Houston;Gareth Thomas;Christopher Timothy;Paul Curran;Iain Cuthbertson;Lucy Cockram;Jilly Bond;Richard Brimblecombe;Bryan Harrison
Hamlet_2007,,,,The Tragedy of Hamlet Prince of Denmark,Oscar Redding,2007,Australia,MovingImage,-26.853388,133.275154,IMDb - https://www.imdb.com/title/tt1258186/,Hamlet;Feature;Faithful/Direct;Drama/Tragedy;Richard Pyros;Heather Bolton;Brian Lipson;Beth Buchanan;Steve Mouzakis
Hamlet_2009,,mHBu7XfkGDw,,Hamlet (2009),Gregory Doran,2009,United Kingdom,MovingImage,54.633221,-3.432277,Wikipedia - https://en.wikipedia.org/wiki/Hamlet_(2009_film),Hamlet;TV/Video/Recording;Faithful/Direct;Drama/Tragedy;Modernized;David Tennant;Penny Downie;Oliver Ford Davies;Mariah Gale;Patrick Stewart;Peter de Jersey;Edward Bennett;David Ajala;Robert Curtis
Hamlet_2011,,,,Hamlet (2011),Bruce Ramsay,2011,Canada,MovingImage,62.393303,-96.818145,Wikipedia - https://en.wikipedia.org/wiki/Hamlet_(2011_film),Hamlet;Feature;Faithful/Direct;Drama/Tragedy;Psychological Thriller;Modernized;Bruce Ramsay;Lara Gilchrist;Peter Winfield;Gillian Barber;Duncan Fraser;Haig Sutherland;Stephen Lobo;Russel Roberts
Hamlet_2018-1,,,,Hamlet (2018),Robert Icke,2018,United Kingdom,MovingImage,54.633221,-3.432277,Wikipedia - https://en.wikipedia.org/wiki/Hamlet_(2018_film),Hamlet;TV/Video/Recording;Faithful/Direct;Drama/Tragedy;Andrew Scott;Jessica Brown Findlay;Juliet Stevenson;Luke Thompson;Angus Wright;Maanuv Thiara;Peter Wight;David Rintoul;Nikesh Patel
Hamlet_2025-1,,TXTA2CUWmsE,,Hamlet (2025),Aneil Karia,2025,United Kingdom,MovingImage,54.633221,-3.432277,Wikipedia - https://en.wikipedia.org/wiki/Hamlet_(2025_film),Hamlet;Feature;Faithful/Direct;Drama/Tragedy;Thriller;Modernized;Riz Ahmed;Morfydd Clark;Timothy Spall;Joe Alwyn;Art Malik;Sheeba Chaddha;Avijit Dutt
Hamlet_1919,,QlKWvA9iZJg,,Oh'Phelia,Anson Dyer,1919,United Kingdom,MovingImage,54.633221,-3.432277,IMDb - https://www.imdb.com/title/tt3297208/,Hamlet;Silent;Loose/Inspired;Drama/Tragedy;Animation;Comedy
Hamlet_1942,,oBm1LhbANDk,,To Be or Not To Be,Ernst Lubitsch,1942,United States,MovingImage,36.966428,-95.844032,Wikipedia - https://en.wikipedia.org/wiki/To_Be_or_Not_to_Be_(1942_film),Hamlet;Feature;Loose/Inspired;Drama/Comedy;Black Comedy;Carole Lombard;Jack Benny;Robert Stack;Felix Bressart;Lionel Atwill;Stanley Ridges;Sig Ruman
Hamlet_1960,,-_DPoSV-nxM,,The Bad Sleep Well (悪い奴ほどよく眠る),Akira Kurosawa,1960,Japan,MovingImage,34.886306,134.379711,Wikipedia - https://en.wikipedia.org/wiki/The_Bad_Sleep_Well,Hamlet;Feature;Loose/Inspired;Drama/Tragedy;Mystery;Film Noir;Neo-Noir;Crime;Modernized;Business;Toshiro Mifune;Masayuki Mori;Kyōko Kagawa;Tatsuya Mihashi;Takashi Shimura;Kō Nishimura;Takeshi Katō;Kamatari Fujiwara
Hamlet_1974,,,,A Performance of Hamlet in the Village of Mrdusa Donja (Predstava Hamleta u Mrduši Donjoj),Krsto Papić,1974,Yugoslavia,MovingImage,43.85,18.25,Wikipedia - https://en.wikipedia.org/wiki/A_Performance_of_Hamlet_in_the_Village_of_Mrdu%C5%A1a_Donja,Hamlet;Feature;Loose/Inspired;Drama/Political;Satire;Black Comedy;Rade Šerbedžija;Milena Dravić;Krešimir Zidarić;Fabijan Šovagović;Ljubiša Samardžić;Mate Ergović;Zvonko Lepetić
Hamlet_1977,,Ysw7eEiuuSE,,The Angel of Vengeance - The Female Hamlet,Metin Erksan,1977,Turkey,MovingImage,38.961516,35.25175,Wikipedia - https://en.wikipedia.org/wiki/The_Angel_of_Vengeance_%E2%80%93_The_Female_Hamlet,Hamlet;Feature;Loose/Inspired;Drama/Tragedy;Avant-garde;Musical;Surrealist;Fatma Girik;Sevda Ferdag;Reha Yurdakul;Orçun Sonat;Ahmet Sezerel;Yüksel Gözen;Yavuz Selekman;Ihsan Gedik;Baki Tamer
Hamlet_1983-1,,YgNW4Pl4L2g,,To Be or Not To Be,Mel Brooks,1983,United States,MovingImage,36.966428,-95.844032,Wikipedia - https://en.wikipedia.org/wiki/To_Be_or_Not_to_Be_(1983_film),Hamlet;Feature;Loose/Inspired;Drama/Comedy;War;Mel Brooks;Anne Bancroft;Tim Matheson;Charles Durning;José Ferrer;George Gaynes;Christopher Lloyd;George Wyner;Lewis J. Stadlen;Jack Riley
Hamlet_1983-2,,2pacru8ve9k,,Strange Brew,Dave Thomas;Rick Moranis,1983,Canada;United States,MovingImage,62.393303,-96.818145,Wikipedia - https://en.wikipedia.org/wiki/Strange_Brew,Hamlet;Feature;Loose/Inspired;Drama/Comedy;Satire;Dave Thomas;Rick Moranis;Paul Dooley;Max von Sydow;Lynne Griffin
Hamlet_1987,,BO2DW1BJg3E,,Hamlet Goes Business (Hamlet liikemaailmassa),Aki Kaurismäki,1987,Finland,MovingImage,64.952416,26.068944,Wikipedia - https://en.wikipedia.org/wiki/Hamlet_Goes_Business,Hamlet;Feature;Loose/Inspired;Drama/Tragedy;Satire;Modernized;Business;Pirkka-Pekka Petelius;Esko Salminen;Kati Outinen;Elina Salo
Hamlet_1990-3,,LBfFYvdfL90,,Rosencrantz & Guildenstern Are Dead,Tom Stoppard,1990,United States,MovingImage,36.966428,-95.844032,Wikipedia - https://en.wikipedia.org/wiki/Rosencrantz_%26_Guildenstern_Are_Dead_(film),Hamlet;Feature;Loose/Inspired;Tragedy;Comedy;Tragicomedy;Black Comedy;Period;Gary Oldman;Tim Roth;Richard Dreyfuss;Iain Glen;Ian Richardson;Donald Sumpter;Joanna Miles;Joanna Roth
Hamlet_1994-1,,HU7DpT-s2VA,,Renaissance Man,Penny Marshall,1994,United States,MovingImage,36.966428,-95.844032,Wikipedia - https://en.wikipedia.org/wiki/Renaissance_Man_(film),Hamlet;Feature;Loose/Inspired;Drama/Comedy;War;Danny DeVito;Gregory Hines;James Remar;Cliff Robertson;Ed Begley Jr.
Hamlet_1994-2,,lFzVJEksoDY,,The Lion King,Roger Allers;Rob Minkoff,1994,United States,MovingImage,36.966428,-95.844032,Wikipedia - https://en.wikipedia.org/wiki/The_Lion_King,Hamlet;Feature;Loose/Inspired;Action/Adventure;Animation;Musical;Jonathan Taylor Thomas;Matthew Broderick;James Earl Jones;Jeremy Irons;Moira Kelly;Niketa Calame;Ernie Sabella;Nathan Lane;Robert Guillaume;Rowan Atkinson;Whoopi Goldberg;Cheech Marin;Jim Cummings;Madge Sinclair
Hamlet_1996-2,,bOMaQb_eM5k,,In The Bleak Midwinter (A Midwinter’s Tale),Kenneth Branagh,1996,United Kingdom,MovingImage,54.633221,-3.432277,Wikipedia - https://en.wikipedia.org/wiki/In_the_Bleak_Midwinter_(film),Hamlet;Feature;Loose/Inspired;Drama/Comedy;Romance;Rom-Com;Indie;Richard Briers;Hetta Charnley;Joan Collins;Nicholas Farrell;Mark Hadfield;Gerard Horan;Celia Imrie;Michael;Maloney;Julia Sawalha
Hamlet_1999,,ExkD0pUYoqI,,Let the Devil Wear Black,Stacy Title,1999,United States,MovingImage,36.966428,-95.844032,Wikipedia - https://en.wikipedia.org/wiki/Let_the_Devil_Wear_Black,Hamlet;Feature;Loose/Inspired;Drama/Tragedy;Film Noir;Neo-Noir;Modernized;Crime;Thriller;Indie;Randall Batinkoff;Jacqueline Bisset;Maury Chaykin;Philip Baker Hall;Mary-Louise Parker;Jonathan Penner;Norman Reedus;Jamey Sheridan
Hamlet_2005,,HIdRSlASRhY,,Ninagawa X Shakespeare II: Hamlet,Yukio Ninagawa,2005,Japan,MovingImage,34.886306,134.379711,British Universities Film & Video Council - https://learningonscreen.ac.uk/shakespeare/search/index.php/title/av72172,Hamlet;TV/Video/Recording;Loose/Inspired;Drama/Tragedy;Ichimura Masaomi;Sagawa Tetsuro;Shiraishi Kayoko;Tanaka Yuko;Uchino Masaaki
Hamlet_2006,,ObZZ23YrhBY,,The Banquet (夜宴 or Legend of the Black Scorpion),Feng Xiaogang,2006,China,MovingImage,34.668138,104.165802,Wikipedia - https://en.wikipedia.org/wiki/The_Banquet_(2006_film),Hamlet;Macbeth;Feature;Loose/Inspired;Drama/Tragedy;Action/Adventure;Wuxia;Martial Arts;Zhang Ziyi;Ge You;Daniel Wu;Zhou Xun;Huang Xiaoming;Ma Jingwu;Zhou Zhonghe;Zeng Qiusheng
Hamlet_2012,,DolctIdk46o,,Karmayogi,V. K. Prakash,2012,India,MovingImage,21.125681,82.794998,Wikipedia - https://en.wikipedia.org/wiki/Karmayogi_(2012_film),Hamlet;Feature;Loose/Inspired;Drama/Tragedy;Action/Adventure;Thriller;Period;Indrajith;Nithya Menon;Padmini Kolhapure;Saiju Kurup;Ashokan;Thalaivasal Vijay;Manikuttan;Anoop Sankar;Kani Kusruti;M. R. Gopakumar
Hamlet_2014,,ZmN_VSo8DOo,,Haider,Vishal Bhardwaj,2014,India,MovingImage,21.125681,82.794998,Wikipedia - https://en.wikipedia.org/wiki/Haider_(film),Hamlet;Feature;Loose/Inspired;Drama/Political;Action/Adventure;Thriller;Modernized;Shahid Kapoor;Tabu;Shraddha Kapoor;Kay Kay Menon;Irrfan Khan;Irrfan Khan;Narendra Jha;Kulbhushan Kharbanda;Lalit Parimoo;Aamir Bashir
Hamlet_2016,,,,Hemanta,Anjan Dutt,2016,India,MovingImage,21.125681,82.794998,Wikipedia - https://en.wikipedia.org/wiki/Hemanta_(film),Hamlet;Feature;Loose/Inspired;Drama/Tragedy;Thriller;Modernized;Parambrata Chatterjee;Jisshu Sengupta;Payel Sarkar;Gargi Roychowdhury;Saswata Chatterjee;Shantilal Mukherjee;Souptik Chakraborty;Subhra Sourav Das
Hamlet_2018-2,,gIA2Fn2q7zY,,Ophelia,Claire McCarthy,2018,United Kingdom;United States,MovingImage,54.633221,-3.432277,Wikipedia - https://en.wikipedia.org/wiki/Ophelia_(2018_film),Hamlet;Feature;Loose/Inspired;Drama;Romance;Period;Thriller;Modernized;Daisy Ridley;Naomi Watts;Clive Owen;George MacKay;Tom Felton;Devon Terrell;Rupesh Tillu;Devon Terrell;Nathaniel Parker;Dominic Mafham
Hamlet_2019,,7TavVZMewpY,,The Lion King,Jon Favreau,2019,United States,MovingImage,36.966428,-95.844032,Wikipedia - https://en.wikipedia.org/wiki/The_Lion_King_(2019_film),Hamlet;Feature;Loose/Inspired;Action/Adventure;Animation;Musical;Donald Glover;Seth Rogen;Chiwetel Ejiofor;Alfre Woodard;Billy Eichner;John Kani;John Oliver;Beyoncé Knowles-Carter;James Earl Jones;Florence Kasumba;Keegan-Michael Key;Eric André
Hamlet_2022-1,,wSiyh6wow-Y,,(سنگِ ماہ) Sang-e-Mah,Saife Hassan,2022,Pakistan,MovingImage,30.441861,69.359766,Wikipedia - https://en.wikipedia.org/wiki/Sang-e-Mah,Hamlet;Series;Loose/Inspired;Drama/Tragedy;Romance;ModernizedAtif Aslam;Nauman Ijaz;Sania Saeed;Samiya Mumtaz;Omair Rana;Kubra Khan;Zaviyar Nauman Ijaz;Hania Aamir;Najiba Faiz;Nadia Afgan
Hamlet_2022-2,,oMSdFM12hOw,,The Northman,Robert Eggers,2022,United States,MovingImage,36.966428,-95.844032,Wikipedia - https://en.wikipedia.org/wiki/The_Northman,Hamlet;Feature;Loose/Inspired;Drama/Tragedy;Action/Adventure;Historical Epic;Fantasy;Alexander Skarsgård;Nicole Kidman;Claes Bang;Anya Taylor-Joy;Gustav Lindh;Elliott Rose;Ethan Hawke;Björk;Willem Dafoe
Hamlet_2025-2,,Iy15XyEF0Ms,,Scarlet,Mamoru Hosoda,2025,Japan,MovingImage,34.886306,134.379711,Wikipedia - https://en.wikipedia.org/wiki/Scarlet_(2025_film),Hamlet;Feature;Loose/Inspired;Drama/Tragedy;Action/Adventure;Animation;Anime;Fantasy;Mana Ashida;Masaki Okada;Koji Yakusho; Kōtarō Yoshida;Yutaka Matsushige;Kazuhiro Yamaji;Tokio Emoto;Munetaka Aoki;Shota Sometani;Yuki Saito;Masachika Ichimura
Hamlet_2025-3,,xYcgQMxQwmk,,Hamnet,Chloé Zhao,2025,United Kingdom,MovingImage,54.633221,-3.432277,Wikipedia - https://en.wikipedia.org/wiki/Hamnet_(film),Hamlet;Feature;Loose/Inspired;Drama/Tragedy;Period;Jessie Buckley;Paul Mescal;Emily Watson;Joe Alwyn;Jacobi Jupe;Olivia Lynes;Justine Mitchell;David Wilmot;Bodhi Rae Breathnach;Freya Hannan-Mills;James Skinner;Noah Jupe 
Macbeth_1905,,NMclsYv9lTE,,Duel Scene from Macbeth,Unknown,1905,United States,MovingImage,36.966428,-95.844032,British Universities Film & Video Council - https://learningonscreen.ac.uk/shakespeare/search/index.php/title/6127,Macbeth;Silent;Faithful/Direct;Drama/Tragedy;
Macbeth_1908,,,,Macbeth (1908),J. Stuart Blackton,1908,United States,MovingImage,36.966428,-95.844032,Wikipedia - https://en.wikipedia.org/wiki/Macbeth_(1908_film),Macbeth;Silent;Faithful/Direct;Drama/Tragedy;William V. Ranous;Louise Carver;Paul Panzer;Charles Kent;Édouard de Max;Florence Lawrence;Florence Turner
Macbeth_1909-1,,,,Macbeth (1909),Mario Caserini,1909,Italy,MovingImage,41.873988,12.564167,Wikipedia - https://en.wikipedia.org/wiki/Macbeth_(1909_Italian_film),Macbeth;Silent;Faithful/Direct;Drama/Tragedy;Dante Cappelli;Maria Caserini;Amleto Palormi;Ettore Pesci
Macbeth_1909-2,,,,Macbeth (1909),André Calmettes,1909,France,MovingImage,46.232193,2.209667,Wikipedia - https://en.wikipedia.org/wiki/Macbeth_(1909_French_film),Macbeth;Silent;Faithful/Direct;Drama/Tragedy;Paul Mounet;Jeanne Delvair
Macbeth_1911,,,,Macbeth (1911),Will Barker,1911,United Kingdom,MovingImage,54.633221,-3.432277,Wikipedia - https://en.wikipedia.org/wiki/Macbeth_(1911_film),Macbeth;Silent;Faithful/Direct;Drama/Tragedy;Frank Benson;Constance Benson;Murray Carrington;Guy Rathbone
Macbeth_1913,,,,Macbeth (1913),Arthur Bourchier,1913,Germany,MovingImage,51.165707,10.452764,Wikipedia - https://en.wikipedia.org/wiki/Macbeth_(1913_film),Macbeth;Silent;Faithful/Direct;Drama/Tragedy;Arthur Bourchier;Violet Vanbrugh
Macbeth_1915,,,,Macbeth (1915),Séverin-Mars,1915,France,MovingImage,46.232193,2.209667,Wikipedia - https://en.wikipedia.org/wiki/Macbeth_(1915_film),Macbeth;Silent;Faithful/Direct;Drama/Tragedy;Séverin-Mars;Georgette Leblanc
Macbeth_1916-1,,,,Macbeth (1916),John Emerson,1916,United States,MovingImage,36.966428,-95.844032,Wikipedia - https://en.wikipedia.org/wiki/Macbeth_(1916_film),Macbeth;Silent;Faithful/Direct;Drama/Tragedy;Herbert Beerbohm Tree;Constance Collier;Wilfred Lucas;Spottiswoode Aitken;Ralph Lewis;Mary Alden;Olga Grey;Lawrence Noskowski;Bessie Buskirk;Jack Conway;Jack Brammall;Francis Carpenter;Raymond Wells;Monte Blue
Macbeth_1922-1,,,,Macbeth (1922),H. B. Parkinson,1922,United Kingdom,MovingImage,54.633221,-3.432277,Wikipedia - https://en.wikipedia.org/wiki/Macbeth_(1922_film),Macbeth;Silent;Faithful/Direct;Drama/Tragedy;Russell Thorndike;Sybil Thorndike
Macbeth_1922-2,,,,Macbeth (1922),Heinz Schall,1922,Germany,MovingImage,51.165707,10.452764,British Universities Film & Video Council - https://learningonscreen.ac.uk/shakespeare/search/index.php/title/av71352,Macbeth;Silent;Faithful/Direct;Drama/Tragedy;Albert Steinrück;Eugen Klöpfer
Macbeth_1945,,,,Macbeth (1945),Henry Cass,1945,United Kingdom,MovingImage,54.633221,-3.432277,Wikipedia - https://en.wikipedia.org/wiki/Macbeth_on_screen,Macbeth;TV/Video/Recording;Faithful/Direct;Drama/Tragedy;Wilfrid Lawson;Cathleen Nesbitt;Felix Aylmer;Catherine Lacey
Macbeth_1948,,aL8SokQT7dI,,Macbeth (1948),Orson Welles,1948,United States,MovingImage,36.966428,-95.844032,Wikipedia - https://en.wikipedia.org/wiki/Macbeth_(1948_film),Macbeth;Feature;Faithful/Direct;Drama/Tragedy;Gothic;Film Noir;Orson Welles;Jeanette Nolan;Dan O'Herlihy;Roddy McDowall;Edgar Barrier;Alan Napier;Erskine Sanford;John Dierkes;Keene Curtis;Peggy Webber;Lionel Braham;Jerry Farber;Christopher Welles;Morgan Farley;Lurene Tuttle;William Alland;Gus Schilling;Harry Wilson
Macbeth_1951-1,,,,Macbeth (1951),Katherine Stenholm,1951,United States,MovingImage,36.966428,-95.844032,Wikipedia - https://en.wikipedia.org/wiki/Macbeth_on_screen,Macbeth;TV/Video/Recording;Faithful/Direct;Drama/Tragedy;Orson Welles;Jeanette Nolan;Dan O'Herlihy;Roddy McDowall;Edgar Barrier;Alan Napier;Erskine Sanford;John Dierkes;Keene Curtis;Peggy Webber;Lionel Braham;Jerry Farber;Christopher Welles;Morgan Farley;Lurene Tuttle;William Alland;Gus Schilling;Harry Wilson
